service_number,unit_id,unit_posting,service,rank,age,years_of_service,surge_exposure,latent_strain,label_positive
SYNTH-CRPF-09-449880,CRPF-09,law and order deployment,crpf,Inspector,44,22,0.7198,0.186305,0
SYNTH-CRPF-09-761531,CRPF-09,law and order deployment,crpf,Assistant Sub-Inspector,37,13,0.907,0.143237,0
SYNTH-CRPF-09-533988,CRPF-09,law and order deployment,crpf,Assistant Sub-Inspector,34,10,0.9533,0.551383,1
SYNTH-CRPF-09-185261,CRPF-09,law and order deployment,crpf,Constable,26,3,0.9887,0.599449,1
SYNTH-CRPF-09-467132,CRPF-09,law and order deployment,crpf,Head Constable,30,6,0.6182,0.134224,0
SYNTH-CRPF-09-744064,CRPF-09,law and order deployment,crpf,Constable,26,3,0.3367,0.24903,0
SYNTH-CRPF-09-510858,CRPF-09,law and order deployment,crpf,Head Constable,31,8,0.811,0.662382,1
SYNTH-CRPF-09-775551,CRPF-09,law and order deployment,crpf,Assistant Sub-Inspector,30,10,0.4618,0.177507,0
SYNTH-CRPF-09-959578,CRPF-09,law and order deployment,crpf,Assistant Sub-Inspector,33,13,0.7093,0.091287,0
SYNTH-CRPF-09-147812,CRPF-09,law and order deployment,crpf,Assistant Sub-Inspector,35,12,0.3945,0.22535,0
SYNTH-CRPF-09-856343,CRPF-09,law and order deployment,crpf,Head Constable,25,5,0.7322,0.173827,0
SYNTH-CRPF-09-476742,CRPF-09,law and order deployment,crpf,Constable,26,4,0.9546,0.03614,0
SYNTH-CRPF-09-434970,CRPF-09,law and order deployment,crpf,Constable,24,1,0.9658,0.434737,0
SYNTH-CRPF-09-135191,CRPF-09,law and order deployment,crpf,Assistant Commandant,48,25,0.6032,0.215896,0
SYNTH-CRPF-09-783791,CRPF-09,law and order deployment,crpf,Assistant Sub-Inspector,32,12,0.9699,0.125298,0
SYNTH-CRPF-09-683996,CRPF-09,law and order deployment,crpf,Sub-Inspector,40,17,0.9357,0.394756,0
SYNTH-CRPF-09-940990,CRPF-09,law and order deployment,crpf,Head Constable,27,7,0.863,0.042989,0
SYNTH-CRPF-09-501776,CRPF-09,law and order deployment,crpf,Sub-Inspector,39,18,0.6523,0.043888,0
SYNTH-CRPF-09-525292,CRPF-09,law and order deployment,crpf,Assistant Commandant,46,25,0.5917,0.079776,0
SYNTH-CRPF-09-695493,CRPF-09,law and order deployment,crpf,Head Constable,26,5,0.8071,0.496914,0
SYNTH-CRPF-09-575194,CRPF-09,law and order deployment,crpf,Assistant Sub-Inspector,32,10,0.4926,0.058797,0
SYNTH-CRPF-09-982626,CRPF-09,law and order deployment,crpf,Head Constable,27,6,0.4027,0.200319,0
SYNTH-CRPF-09-222730,CRPF-09,law and order deployment,crpf,Assistant Sub-Inspector,35,11,0.4634,0.196932,0
SYNTH-CRPF-09-367715,CRPF-09,law and order deployment,crpf,Head Constable,27,5,0.2006,0.048636,0
SYNTH-CRPF-09-217493,CRPF-09,law and order deployment,crpf,Inspector,45,21,0.7376,0.483331,0
SYNTH-CRPF-09-265450,CRPF-09,law and order deployment,crpf,Sub-Inspector,42,19,0.7956,0.257973,0
SYNTH-CRPF-09-421937,CRPF-09,law and order deployment,crpf,Sub-Inspector,37,15,0.9301,0.056211,0
SYNTH-CRPF-09-588557,CRPF-09,law and order deployment,crpf,Inspector,46,24,0.5681,0.149562,0
SYNTH-CRPF-09-889664,CRPF-09,law and order deployment,crpf,Sub-Inspector,36,16,0.763,0.261811,0
SYNTH-CRPF-09-124549,CRPF-09,law and order deployment,crpf,Sub-Inspector,36,15,0.7336,0.39411,0
SYNTH-CRPF-09-596067,CRPF-09,law and order deployment,crpf,Head Constable,28,8,0.1643,0.198091,0
SYNTH-CRPF-09-526535,CRPF-09,law and order deployment,crpf,Sub-Inspector,42,18,0.6678,0.154561,0
SYNTH-CRPF-09-540844,CRPF-09,law and order deployment,crpf,Assistant Commandant,49,26,0.9463,0.083414,0
SYNTH-CRPF-09-120453,CRPF-09,law and order deployment,crpf,Head Constable,29,6,0.8123,0.164005,0
SYNTH-CRPF-10-686652,CRPF-10,group centre,crpf,Head Constable,30,8,0.4532,0.057394,0
SYNTH-CRPF-10-268826,CRPF-10,group centre,crpf,Constable,24,3,0.5736,0.248339,0
SYNTH-CRPF-10-615040,CRPF-10,group centre,crpf,Assistant Sub-Inspector,34,11,0.7097,0.114631,0
SYNTH-CRPF-10-976735,CRPF-10,group centre,crpf,Head Constable,26,5,0.8361,0.154464,0
SYNTH-CRPF-10-864480,CRPF-10,group centre,crpf,Assistant Commandant,48,27,0.6013,0.185338,0
SYNTH-CRPF-10-488212,CRPF-10,group centre,crpf,Constable,28,4,0.7721,0.218331,0
SYNTH-CRPF-10-575996,CRPF-10,group centre,crpf,Constable,27,4,0.5047,0.371156,0
SYNTH-CRPF-10-856204,CRPF-10,group centre,crpf,Inspector,42,20,0.813,0.057761,0
SYNTH-CRPF-10-803098,CRPF-10,group centre,crpf,Sub-Inspector,39,19,0.8356,0.501039,0
SYNTH-CRPF-10-890574,CRPF-10,group centre,crpf,Constable,24,3,0.6732,0.172292,0
SYNTH-CRPF-10-312667,CRPF-10,group centre,crpf,Inspector,46,22,0.8986,0.163236,0
SYNTH-CRPF-10-508477,CRPF-10,group centre,crpf,Inspector,44,24,0.7118,0.028821,0
SYNTH-CRPF-10-747144,CRPF-10,group centre,crpf,Constable,25,1,0.6287,0.548679,0
SYNTH-CRPF-10-182542,CRPF-10,group centre,crpf,Sub-Inspector,39,18,0.5047,0.21638,0
SYNTH-CRPF-10-826745,CRPF-10,group centre,crpf,Assistant Sub-Inspector,36,14,0.6757,0.386122,0
SYNTH-CRPF-10-613878,CRPF-10,group centre,crpf,Inspector,40,20,0.6559,0.035372,0
SYNTH-CRPF-10-249285,CRPF-10,group centre,crpf,Sub-Inspector,37,16,0.231,0.076258,0
SYNTH-CRPF-10-700699,CRPF-10,group centre,crpf,Head Constable,30,9,0.129,0.234163,0
SYNTH-CRPF-10-978188,CRPF-10,group centre,crpf,Assistant Sub-Inspector,38,14,0.863,0.313732,0
SYNTH-CRPF-10-742535,CRPF-10,group centre,crpf,Sub-Inspector,38,18,0.6893,0.181034,0
SYNTH-CRPF-10-769436,CRPF-10,group centre,crpf,Sub-Inspector,41,17,0.6519,0.338427,0
SYNTH-CRPF-10-400534,CRPF-10,group centre,crpf,Inspector,45,21,0.8295,0.017942,0
SYNTH-CRPF-10-107473,CRPF-10,group centre,crpf,Head Constable,28,7,0.6839,0.197102,0
SYNTH-CRPF-10-175372,CRPF-10,group centre,crpf,Sub-Inspector,40,16,0.6133,0.459403,0
SYNTH-CRPF-10-575314,CRPF-10,group centre,crpf,Assistant Sub-Inspector,34,13,0.3037,0.234938,0
SYNTH-CRPF-10-197800,CRPF-10,group centre,crpf,Assistant Commandant,49,28,0.8037,0.072334,0
SYNTH-CRPF-10-888609,CRPF-10,group centre,crpf,Assistant Commandant,48,28,0.9202,0.156116,0
SYNTH-CRPF-10-354261,CRPF-10,group centre,crpf,Sub-Inspector,36,16,0.3984,0.134535,0
SYNTH-CRPF-10-748632,CRPF-10,group centre,crpf,Head Constable,28,6,0.7823,0.15717,0
SYNTH-CRPF-10-617103,CRPF-10,group centre,crpf,Head Constable,30,6,0.931,0.185708,0
SYNTH-CRPF-10-818155,CRPF-10,group centre,crpf,Sub-Inspector,40,17,0.8673,0.371199,0
SYNTH-CRPF-10-232459,CRPF-10,group centre,crpf,Sub-Inspector,38,17,0.8006,0.197344,0
SYNTH-CRPF-10-605830,CRPF-10,group centre,crpf,Assistant Sub-Inspector,33,13,0.979,0.303628,0
SYNTH-CRPF-10-845831,CRPF-10,group centre,crpf,Assistant Sub-Inspector,35,14,0.8777,0.384594,0
SYNTH-CRPF-10-184012,CRPF-10,group centre,crpf,Assistant Sub-Inspector,36,12,0.6943,0.256045,0
SYNTH-CRPF-10-148583,CRPF-10,group centre,crpf,Assistant Sub-Inspector,36,14,0.7822,0.198853,0
SYNTH-CRPF-10-236266,CRPF-10,group centre,crpf,Assistant Commandant,50,26,0.3413,0.700153,1
SYNTH-CRPF-10-901840,CRPF-10,group centre,crpf,Constable,23,1,0.8281,0.188423,0
SYNTH-CRPF-10-715569,CRPF-10,group centre,crpf,Assistant Sub-Inspector,36,12,0.6343,0.134633,0
SYNTH-CRPF-10-886297,CRPF-10,group centre,crpf,Assistant Sub-Inspector,37,14,0.6331,0.10658,0
SYNTH-CRPF-10-110169,CRPF-10,group centre,crpf,Constable,25,2,0.7676,0.385599,0
SYNTH-CRPF-10-366449,CRPF-10,group centre,crpf,Constable,25,4,0.586,0.143256,0
SYNTH-CRPF-10-775141,CRPF-10,group centre,crpf,Assistant Commandant,48,28,0.5495,0.147561,0
SYNTH-CRPF-10-476628,CRPF-10,group centre,crpf,Assistant Commandant,46,26,0.9221,0.017507,0
SYNTH-CRPF-10-560191,CRPF-10,group centre,crpf,Assistant Sub-Inspector,33,12,0.2044,0.112728,0
SYNTH-CRPF-10-345146,CRPF-10,group centre,crpf,Sub-Inspector,38,17,0.8838,0.126333,0
SYNTH-CRPF-10-539351,CRPF-10,group centre,crpf,Sub-Inspector,38,18,0.8603,0.321825,0
SYNTH-CRPF-10-917461,CRPF-10,group centre,crpf,Assistant Sub-Inspector,32,10,0.6548,0.389655,0
SYNTH-CRPF-10-960108,CRPF-10,group centre,crpf,Assistant Sub-Inspector,34,14,0.401,0.073179,0
SYNTH-CRPF-10-644112,CRPF-10,group centre,crpf,Assistant Sub-Inspector,35,12,0.6731,0.314492,0
SYNTH-CRPF-10-694144,CRPF-10,group centre,crpf,Inspector,42,20,0.2521,0.173648,0
SYNTH-CRPF-10-765219,CRPF-10,group centre,crpf,Sub-Inspector,38,18,0.2084,0.230822,0
SYNTH-CRPF-10-694914,CRPF-10,group centre,crpf,Sub-Inspector,40,19,0.3343,0.297923,0
SYNTH-CRPF-10-625108,CRPF-10,group centre,crpf,Sub-Inspector,37,17,0.3831,0.113924,0
SYNTH-CRPF-10-457987,CRPF-10,group centre,crpf,Inspector,44,21,0.5505,0.306672,0
SYNTH-CRPF-10-526541,CRPF-10,group centre,crpf,Assistant Sub-Inspector,34,12,0.8926,0.472827,0
SYNTH-CRPF-10-531444,CRPF-10,group centre,crpf,Sub-Inspector,39,15,0.9618,0.371875,0
SYNTH-CRPF-10-505114,CRPF-10,group centre,crpf,Head Constable,28,5,0.5762,0.188954,0
SYNTH-CRPF-10-154751,CRPF-10,group centre,crpf,Constable,24,2,0.6557,0.407825,0
SYNTH-CRPF-10-449911,CRPF-10,group centre,crpf,Inspector,43,21,0.8226,0.062621,0
SYNTH-CRPF-10-543272,CRPF-10,group centre,crpf,Assistant Sub-Inspector,30,10,0.8992,0.251001,0
SYNTH-CRPF-10-554450,CRPF-10,group centre,crpf,Assistant Sub-Inspector,33,13,0.3625,0.10223,0
SYNTH-CRPF-10-962980,CRPF-10,group centre,crpf,Inspector,42,22,0.3986,0.231326,0
SYNTH-CRPF-10-924032,CRPF-10,group centre,crpf,Assistant Commandant,46,25,0.3441,0.308498,0
SYNTH-CRPF-10-444003,CRPF-10,group centre,crpf,Assistant Commandant,46,26,0.951,0.034687,0
SYNTH-CRPF-10-676484,CRPF-10,group centre,crpf,Assistant Sub-Inspector,33,13,0.2244,0.289744,0
SYNTH-CRPF-10-225689,CRPF-10,group centre,crpf,Constable,27,3,0.7464,0.172505,0
SYNTH-CRPF-10-418782,CRPF-10,group centre,crpf,Sub-Inspector,40,19,0.2765,0.37545,0
SYNTH-CRPF-10-874330,CRPF-10,group centre,crpf,Constable,24,4,0.3813,0.08703,0
SYNTH-CRPF-10-702374,CRPF-10,group centre,crpf,Inspector,42,22,0.9124,0.141233,0
SYNTH-CRPF-10-483966,CRPF-10,group centre,crpf,Sub-Inspector,42,19,0.8298,0.132339,0
SYNTH-CRPF-10-430641,CRPF-10,group centre,crpf,Head Constable,26,5,0.3094,0.27728,0
SYNTH-CRPF-10-352345,CRPF-10,group centre,crpf,Sub-Inspector,39,19,0.769,0.03662,0
SYNTH-CRPF-10-275445,CRPF-10,group centre,crpf,Assistant Sub-Inspector,34,12,0.7348,0.277405,0
SYNTH-CRPF-10-552361,CRPF-10,group centre,crpf,Assistant Commandant,48,27,0.3583,0.217398,0
SYNTH-CRPF-10-575326,CRPF-10,group centre,crpf,Head Constable,26,5,0.4638,0.164014,0
SYNTH-CRPF-10-563185,CRPF-10,group centre,crpf,Assistant Commandant,45,25,0.1665,0.195719,0
SYNTH-CRPF-10-425805,CRPF-10,group centre,crpf,Inspector,41,20,0.5075,0.065039,0
SYNTH-CRPF-10-320965,CRPF-10,group centre,crpf,Assistant Sub-Inspector,33,13,0.6434,0.723308,1
SYNTH-CRPF-10-256397,CRPF-10,group centre,crpf,Constable,23,3,0.3046,0.176601,0
SYNTH-CRPF-10-339345,CRPF-10,group centre,crpf,Assistant Commandant,48,26,0.8092,0.176966,0
SYNTH-CRPF-10-514971,CRPF-10,group centre,crpf,Constable,24,1,0.289,0.149183,0
SYNTH-CRPF-10-880007,CRPF-10,group centre,crpf,Constable,26,2,0.38,0.542176,0
SYNTH-CRPF-10-133177,CRPF-10,group centre,crpf,Head Constable,27,6,0.4859,0.123225,0
SYNTH-CRPF-10-864607,CRPF-10,group centre,crpf,Assistant Sub-Inspector,34,10,0.6403,0.24458,0
SYNTH-CRPF-10-582785,CRPF-10,group centre,crpf,Constable,25,4,0.9587,0.025094,0
SYNTH-CRPF-10-486113,CRPF-10,group centre,crpf,Sub-Inspector,38,15,0.9903,0.313324,0
SYNTH-CRPF-10-436082,CRPF-10,group centre,crpf,Sub-Inspector,37,16,0.6997,0.159996,0
SYNTH-CRPF-10-885794,CRPF-10,group centre,crpf,Head Constable,28,8,0.7578,0.089953,0
SYNTH-CRPF-10-451824,CRPF-10,group centre,crpf,Inspector,42,21,0.2102,0.084629,0
SYNTH-CRPF-10-836588,CRPF-10,group centre,crpf,Assistant Sub-Inspector,34,11,0.1489,0.316974,0
SYNTH-CRPF-10-528591,CRPF-10,group centre,crpf,Sub-Inspector,40,16,0.8459,0.010196,0
SYNTH-CRPF-10-687471,CRPF-10,group centre,crpf,Sub-Inspector,42,18,0.6878,0.375649,0
SYNTH-CRPF-10-196066,CRPF-10,group centre,crpf,Assistant Commandant,52,28,0.9012,0.155823,0
SYNTH-CRPF-10-362391,CRPF-10,group centre,crpf,Assistant Commandant,47,25,0.4878,0.078923,0
SYNTH-CRPF-10-447562,CRPF-10,group centre,crpf,Assistant Commandant,46,26,0.7178,0.176394,0
SYNTH-CRPF-10-292318,CRPF-10,group centre,crpf,Inspector,41,21,0.7147,0.02757,0
SYNTH-CRPF-10-308766,CRPF-10,group centre,crpf,Sub-Inspector,42,19,0.44,0.224624,0
SYNTH-CRPF-10-211408,CRPF-10,group centre,crpf,Sub-Inspector,37,17,0.6975,0.268015,0
SYNTH-CRPF-10-220997,CRPF-10,group centre,crpf,Constable,21,1,0.7108,0.316887,0
SYNTH-CRPF-10-491904,CRPF-10,group centre,crpf,Inspector,45,23,0.7819,0.438889,0
SYNTH-CRPF-10-139798,CRPF-10,group centre,crpf,Inspector,47,23,0.8532,0.350397,0
SYNTH-CRPF-10-456890,CRPF-10,group centre,crpf,Assistant Commandant,49,25,0.8737,0.332775,0
SYNTH-CRPF-10-390672,CRPF-10,group centre,crpf,Assistant Sub-Inspector,35,13,0.9145,0.258201,0
SYNTH-CRPF-10-587897,CRPF-10,group centre,crpf,Head Constable,26,5,0.9275,0.072151,0
SYNTH-CRPF-10-803866,CRPF-10,group centre,crpf,Head Constable,27,6,0.5071,0.064976,0
SYNTH-CRPF-10-614482,CRPF-10,group centre,crpf,Head Constable,30,8,0.8715,0.457242,0
SYNTH-CRPF-10-691188,CRPF-10,group centre,crpf,Assistant Commandant,52,28,0.65,0.170209,0
SYNTH-CRPF-10-447310,CRPF-10,group centre,crpf,Inspector,44,22,0.8682,0.255606,0
SYNTH-CRPF-10-504112,CRPF-10,group centre,crpf,Sub-Inspector,39,15,0.3701,0.624734,1
SYNTH-CRPF-10-759638,CRPF-10,group centre,crpf,Constable,23,1,0.891,0.4154,0
SYNTH-CRPF-10-881503,CRPF-10,group centre,crpf,Constable,26,2,0.61,0.360505,0
SYNTH-CRPF-10-165219,CRPF-10,group centre,crpf,Head Constable,30,8,0.403,0.225601,0
SYNTH-CRPF-10-800952,CRPF-10,group centre,crpf,Assistant Commandant,51,28,0.8295,0.07731,0
SYNTH-CRPF-10-167006,CRPF-10,group centre,crpf,Constable,27,3,0.1349,0.273557,0
SYNTH-CRPF-10-319632,CRPF-10,group centre,crpf,Sub-Inspector,40,19,0.3888,0.045913,0
SYNTH-CRPF-10-866956,CRPF-10,group centre,crpf,Inspector,46,23,0.6547,0.246889,0
SYNTH-CRPF-10-803891,CRPF-10,group centre,crpf,Assistant Sub-Inspector,31,11,0.2717,0.271805,0
SYNTH-CRPF-10-119382,CRPF-10,group centre,crpf,Head Constable,27,5,0.6015,0.053228,0
SYNTH-CRPF-10-883931,CRPF-10,group centre,crpf,Sub-Inspector,36,15,0.34,0.363162,0
SYNTH-CRPF-10-629835,CRPF-10,group centre,crpf,Head Constable,31,7,0.6714,0.18456,0
SYNTH-CRPF-10-449584,CRPF-10,group centre,crpf,Sub-Inspector,35,15,0.9038,0.430133,0
SYNTH-CRPF-10-178462,CRPF-10,group centre,crpf,Constable,23,3,0.9226,0.201497,0
SYNTH-CRPF-10-167522,CRPF-10,group centre,crpf,Constable,25,3,0.7441,0.212245,0
SYNTH-CRPF-10-998796,CRPF-10,group centre,crpf,Inspector,47,23,0.7373,0.325463,0
SYNTH-CRPF-10-244866,CRPF-10,group centre,crpf,Sub-Inspector,38,17,0.6709,0.146948,0
SYNTH-CRPF-10-883134,CRPF-10,group centre,crpf,Assistant Sub-Inspector,34,14,0.7575,0.277505,0
SYNTH-CRPF-10-516873,CRPF-10,group centre,crpf,Inspector,44,24,0.5828,0.247933,0
SYNTH-CRPF-10-318457,CRPF-10,group centre,crpf,Head Constable,26,6,0.513,0.055938,0
SYNTH-CRPF-10-799111,CRPF-10,group centre,crpf,Assistant Sub-Inspector,35,11,0.8748,0.21692,0
SYNTH-CRPF-10-254481,CRPF-10,group centre,crpf,Inspector,45,23,0.4633,0.173797,0
SYNTH-CRPF-10-531914,CRPF-10,group centre,crpf,Constable,25,1,0.5214,0.533588,0
SYNTH-CRPF-10-554170,CRPF-10,group centre,crpf,Head Constable,30,8,0.8687,0.362466,0
SYNTH-CRPF-10-348926,CRPF-10,group centre,crpf,Sub-Inspector,39,16,0.8752,0.168499,0
SYNTH-CRPF-10-764016,CRPF-10,group centre,crpf,Assistant Commandant,48,26,0.7463,0.178279,0
SYNTH-CRPF-10-706491,CRPF-10,group centre,crpf,Head Constable,29,7,0.5518,0.099506,0
SYNTH-CRPF-10-874209,CRPF-10,group centre,crpf,Assistant Sub-Inspector,31,10,0.4518,0.146827,0
SYNTH-CRPF-10-646858,CRPF-10,group centre,crpf,Constable,26,2,0.5128,0.478468,0
SYNTH-CRPF-10-673217,CRPF-10,group centre,crpf,Assistant Commandant,50,27,0.4985,0.295893,0
SYNTH-CRPF-10-363675,CRPF-10,group centre,crpf,Sub-Inspector,39,19,0.2845,0.469688,0
SYNTH-CRPF-11-787603,CRPF-11,internal security duty,crpf,Constable,24,3,0.7088,0.293196,0
SYNTH-CRPF-11-533664,CRPF-11,internal security duty,crpf,Assistant Sub-Inspector,38,14,0.8514,0.127931,0
SYNTH-CRPF-11-442440,CRPF-11,internal security duty,crpf,Assistant Sub-Inspector,32,12,0.2831,0.189005,0
SYNTH-CRPF-11-142941,CRPF-11,internal security duty,crpf,Inspector,45,21,0.872,0.459329,0
SYNTH-CRPF-11-878477,CRPF-11,internal security duty,crpf,Inspector,45,21,0.5149,0.50189,0
SYNTH-CRPF-11-813658,CRPF-11,internal security duty,crpf,Assistant Sub-Inspector,35,13,0.7375,0.289916,0
SYNTH-CRPF-11-799778,CRPF-11,internal security duty,crpf,Inspector,44,23,0.9384,0.367002,0
SYNTH-CRPF-11-861170,CRPF-11,internal security duty,crpf,Assistant Commandant,50,28,0.5664,0.250438,0
SYNTH-CRPF-11-369015,CRPF-11,internal security duty,crpf,Head Constable,31,8,0.8694,0.087183,0
SYNTH-CRPF-11-465419,CRPF-11,internal security duty,crpf,Assistant Sub-Inspector,34,12,0.9539,0.199421,0
SYNTH-CRPF-11-324842,CRPF-11,internal security duty,crpf,Assistant Sub-Inspector,36,12,0.6781,0.416401,0
SYNTH-CRPF-11-599347,CRPF-11,internal security duty,crpf,Assistant Commandant,47,25,0.4784,0.319657,0
SYNTH-CRPF-11-543922,CRPF-11,internal security duty,crpf,Sub-Inspector,39,18,0.9639,0.120295,0
SYNTH-CRPF-11-676835,CRPF-11,internal security duty,crpf,Inspector,41,20,0.7903,0.268316,0
SYNTH-CRPF-11-141255,CRPF-11,internal security duty,crpf,Sub-Inspector,39,15,0.8711,0.273025,0
SYNTH-CRPF-11-472063,CRPF-11,internal security duty,crpf,Inspector,48,24,0.9719,0.056118,0
SYNTH-CRPF-11-726288,CRPF-11,internal security duty,crpf,Inspector,44,21,0.7354,0.23918,0
SYNTH-CRPF-11-209702,CRPF-11,internal security duty,crpf,Assistant Sub-Inspector,34,14,0.5844,0.31443,0
SYNTH-CRPF-11-561751,CRPF-11,internal security duty,crpf,Assistant Commandant,48,27,0.753,0.087635,0
SYNTH-CRPF-11-803159,CRPF-11,internal security duty,crpf,Constable,25,4,0.6795,0.092943,0
SYNTH-CRPF-11-983912,CRPF-11,internal security duty,crpf,Constable,23,3,0.8495,0.219138,0
SYNTH-CRPF-11-155807,CRPF-11,internal security duty,crpf,Inspector,44,20,0.9983,0.325862,0
SYNTH-CRPF-11-753005,CRPF-11,internal security duty,crpf,Inspector,44,20,0.5085,0.125038,0
SYNTH-CRPF-11-890814,CRPF-11,internal security duty,crpf,Sub-Inspector,39,18,0.8767,0.031077,0
SYNTH-CRPF-11-438363,CRPF-11,internal security duty,crpf,Assistant Commandant,48,27,0.5016,0.233739,0
SYNTH-CRPF-11-471562,CRPF-11,internal security duty,crpf,Head Constable,25,5,0.6462,0.501862,0
SYNTH-CRPF-11-280106,CRPF-11,internal security duty,crpf,Constable,23,3,0.8334,0.09585,0
SYNTH-CRPF-11-995251,CRPF-11,internal security duty,crpf,Assistant Sub-Inspector,31,10,0.91,0.079978,0
SYNTH-CRPF-11-278123,CRPF-11,internal security duty,crpf,Assistant Commandant,49,27,0.7157,0.372081,0
SYNTH-CRPF-11-440461,CRPF-11,internal security duty,crpf,Sub-Inspector,39,17,0.8064,0.265042,0
SYNTH-CRPF-11-995240,CRPF-11,internal security duty,crpf,Assistant Sub-Inspector,31,11,0.2587,0.432425,0
SYNTH-CRPF-11-883621,CRPF-11,internal security duty,crpf,Head Constable,28,6,0.6298,0.336122,0
SYNTH-CRPF-11-715872,CRPF-11,internal security duty,crpf,Constable,26,3,0.6849,0.406136,0
SYNTH-CRPF-11-206203,CRPF-11,internal security duty,crpf,Constable,23,1,0.613,0.28712,0
SYNTH-CRPF-11-845895,CRPF-11,internal security duty,crpf,Head Constable,27,5,0.2401,0.09704,0
SYNTH-CRPF-11-831259,CRPF-11,internal security duty,crpf,Assistant Sub-Inspector,34,14,0.8899,0.366262,0
SYNTH-CRPF-11-690612,CRPF-11,internal security duty,crpf,Inspector,45,24,0.7,0.210357,0
SYNTH-CRPF-11-849107,CRPF-11,internal security duty,crpf,Head Constable,31,8,0.783,0.166685,0
SYNTH-CRPF-11-282937,CRPF-11,internal security duty,crpf,Head Constable,30,7,0.3457,0.222815,0
SYNTH-CRPF-11-775979,CRPF-11,internal security duty,crpf,Constable,23,1,0.6557,0.16073,0
SYNTH-CRPF-11-233185,CRPF-11,internal security duty,crpf,Constable,24,2,0.3236,0.46253,0
SYNTH-CRPF-11-310099,CRPF-11,internal security duty,crpf,Inspector,44,23,0.8225,0.429456,0
SYNTH-CRPF-11-626024,CRPF-11,internal security duty,crpf,Inspector,42,20,0.6285,0.224248,0
SYNTH-CRPF-11-914495,CRPF-11,internal security duty,crpf,Constable,24,1,0.5676,0.12602,0
SYNTH-CRPF-11-774937,CRPF-11,internal security duty,crpf,Constable,23,3,0.8236,0.231145,0
SYNTH-CRPF-11-195993,CRPF-11,internal security duty,crpf,Inspector,46,23,0.7668,0.345556,0
SYNTH-CRPF-11-573043,CRPF-11,internal security duty,crpf,Head Constable,33,9,0.8519,0.253255,0
SYNTH-CRPF-11-596626,CRPF-11,internal security duty,crpf,Assistant Sub-Inspector,36,13,0.5806,0.174765,0
SYNTH-CRPF-11-150052,CRPF-11,internal security duty,crpf,Inspector,44,23,0.8388,0.092462,0
SYNTH-CRPF-11-984558,CRPF-11,internal security duty,crpf,Assistant Sub-Inspector,31,11,0.4384,0.463708,0
SYNTH-CRPF-11-644024,CRPF-11,internal security duty,crpf,Inspector,42,21,0.5896,0.167077,0
SYNTH-CRPF-11-954144,CRPF-11,internal security duty,crpf,Assistant Commandant,48,25,0.8137,0.255932,0
SYNTH-CRPF-11-650141,CRPF-11,internal security duty,crpf,Head Constable,31,8,0.883,0.077027,0
SYNTH-CRPF-11-531713,CRPF-11,internal security duty,crpf,Inspector,47,24,0.9534,0.336,0
SYNTH-CRPF-11-815761,CRPF-11,internal security duty,crpf,Sub-Inspector,41,17,0.5292,0.225037,0
SYNTH-CRPF-11-938059,CRPF-11,internal security duty,crpf,Head Constable,31,7,0.5923,0.475978,0
SYNTH-CRPF-11-816020,CRPF-11,internal security duty,crpf,Inspector,44,22,0.8717,0.124344,0
SYNTH-CRPF-11-696796,CRPF-11,internal security duty,crpf,Assistant Sub-Inspector,33,11,0.7668,0.229405,0
SYNTH-CRPF-11-161072,CRPF-11,internal security duty,crpf,Assistant Sub-Inspector,35,12,0.9558,0.322077,0
SYNTH-CRPF-11-912473,CRPF-11,internal security duty,crpf,Sub-Inspector,41,17,0.6764,0.196959,0
SYNTH-CRPF-11-299921,CRPF-11,internal security duty,crpf,Sub-Inspector,37,15,0.6446,0.045628,0
SYNTH-CRPF-11-712273,CRPF-11,internal security duty,crpf,Inspector,42,20,0.4685,0.114829,0
SYNTH-CRPF-11-924819,CRPF-11,internal security duty,crpf,Sub-Inspector,39,15,0.804,0.336814,0
SYNTH-CRPF-11-729505,CRPF-11,internal security duty,crpf,Sub-Inspector,38,16,0.6825,0.179118,0
SYNTH-CRPF-11-372105,CRPF-11,internal security duty,crpf,Assistant Commandant,48,28,0.6762,0.162632,0
SYNTH-CRPF-11-572958,CRPF-11,internal security duty,crpf,Inspector,45,21,0.2526,0.073672,0
SYNTH-CRPF-11-484403,CRPF-11,internal security duty,crpf,Head Constable,29,6,0.8232,0.465161,0
SYNTH-CRPF-11-902977,CRPF-11,internal security duty,crpf,Sub-Inspector,40,19,0.8114,0.100099,0
SYNTH-CRPF-11-684648,CRPF-11,internal security duty,crpf,Sub-Inspector,40,18,0.4259,0.017876,0
SYNTH-CRPF-11-523827,CRPF-11,internal security duty,crpf,Sub-Inspector,41,17,0.1138,0.176119,0
SYNTH-CRPF-11-854703,CRPF-11,internal security duty,crpf,Sub-Inspector,37,17,0.517,0.268981,0
SYNTH-CRPF-11-549686,CRPF-11,internal security duty,crpf,Constable,21,1,0.5143,0.45031,0
SYNTH-CRPF-11-860939,CRPF-11,internal security duty,crpf,Constable,22,1,0.943,0.241624,0
SYNTH-CRPF-11-833721,CRPF-11,internal security duty,crpf,Constable,25,4,0.6153,0.211827,0
SYNTH-CRPF-11-941580,CRPF-11,internal security duty,crpf,Assistant Commandant,49,27,0.5163,0.444072,0
SYNTH-CRPF-11-556830,CRPF-11,internal security duty,crpf,Assistant Sub-Inspector,31,10,0.1455,0.227278,0
